# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	h_solver      	h_initial     	h_final       	h_iters       	h_converged   	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged	rho_solver    	rho_initial   	rho_final     	rho_iters     	rho_converged 
0.544596      	DILUPBiCGStab	3.768490e-04	7.402410e-08	3	3.345330e-03	3.098270e-08	4	7.876080e-04	1.844990e-08	4	false	DILUPBiCGStab	2.868310e-04	5.934130e-08	4	true	DICPCG	4.706410e-04	4.214630e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
0.553764      	DILUPBiCGStab	3.444660e-04	6.762420e-08	3	3.057120e-03	2.830090e-08	4	7.196560e-04	1.683310e-08	4	false	DILUPBiCGStab	2.617870e-04	5.414750e-08	4	true	DICPCG	4.300270e-04	3.856760e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
0.562931      	DILUPBiCGStab	3.149100e-04	6.181580e-08	3	2.793730e-03	2.585210e-08	4	6.575290e-04	1.535840e-08	4	false	DILUPBiCGStab	2.389320e-04	4.940900e-08	4	true	DICPCG	3.929110e-04	3.524610e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
0.572099      	DILUPBiCGStab	2.878440e-04	5.648950e-08	3	2.552910e-03	9.343550e-08	4	6.007970e-04	1.400600e-08	4	false	DILUPBiCGStab	2.180750e-04	9.757320e-08	4	true	DICPCG	3.589670e-04	3.235230e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
0.581266      	DILUPBiCGStab	2.632340e-04	5.170950e-08	3	2.332400e-03	8.540370e-08	4	5.487790e-04	9.611650e-08	3	false	DILUPBiCGStab	1.990420e-04	8.902090e-08	4	true	DICPCG	3.279120e-04	2.954800e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
0.590434      	DILUPBiCGStab	2.404400e-04	4.710190e-08	3	2.131420e-03	7.796410e-08	4	5.015140e-04	8.773690e-08	3	false	DILUPBiCGStab	1.816780e-04	8.124910e-08	4	true	DICPCG	2.996270e-04	2.701430e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
0.599601      	DILUPBiCGStab	2.198310e-04	4.305350e-08	3	1.947300e-03	7.123590e-08	4	4.582200e-04	8.009680e-08	3	false	DILUPBiCGStab	1.658310e-04	7.415530e-08	4	true	DICPCG	2.738280e-04	2.466990e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
0.608769      	DILUPBiCGStab	2.008940e-04	3.931190e-08	3	1.779300e-03	6.507050e-08	4	4.186370e-04	7.306600e-08	3	false	DILUPBiCGStab	1.513660e-04	6.767950e-08	4	true	DICPCG	2.501630e-04	2.255280e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
0.617936      	DILUPBiCGStab	1.835030e-04	3.587430e-08	3	1.625760e-03	5.938410e-08	4	3.825400e-04	6.678990e-08	3	false	DILUPBiCGStab	1.381650e-04	6.176850e-08	4	true	DICPCG	2.285630e-04	2.085080e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
0.627104      	DILUPBiCGStab	1.674890e-04	3.262890e-08	3	1.486360e-03	5.433950e-08	4	3.493950e-04	6.074490e-08	3	false	DILUPBiCGStab	1.261170e-04	5.637350e-08	4	true	DICPCG	2.088660e-04	1.882480e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
0.636271      	DILUPBiCGStab	1.532970e-04	2.997090e-08	3	1.357320e-03	4.955650e-08	4	3.192780e-04	5.557150e-08	3	false	DILUPBiCGStab	1.151200e-04	5.144930e-08	4	true	DICPCG	1.908330e-04	1.723460e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
0.645439      	DILUPBiCGStab	1.400880e-04	2.735680e-08	3	1.239430e-03	4.520700e-08	4	2.917050e-04	5.068320e-08	3	false	DILUPBiCGStab	1.050840e-04	4.695520e-08	4	true	DICPCG	1.742980e-04	1.589440e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
0.654606      	DILUPBiCGStab	1.280250e-04	2.502470e-08	3	1.132500e-03	4.132690e-08	4	2.665240e-04	4.626000e-08	3	false	DILUPBiCGStab	9.592380e-05	4.285370e-08	4	true	DICPCG	1.592670e-04	1.427270e-06	34	true	diagonal	0.000000e+00	0.000000e+00	0	true
